Query,i,BHE/SQL,BHE2/SQL
91,262659,10.5133010301584,47
92,2092,14.7864089197472,200
93,520,0.843709361889792,0.459227463052002
94,7215,2.51933101896351,1.17230053403829
95,71,2.79978910587677,1.09569110054468
96,1033,1.54399658498524,0.742717962138282
97,59,1.0544508271799,0.640274870038855
98,33554689,0.328647111372451,0.146360422617675
99,77,0.647719177230219,0.397275251494775
100,29,3.66196725204392,1.41708434611359


